,CustomerID,Invoices,DistinctProducts,Sales,OverallQuantity,SalesPerInvoice,ItemsPerInvoice,DistinctMonths,LastBuyMonths,SalesPerMonth,uniqueWeekdayInovices,uniqueWeekendInovices,WeekendPct
4015,13266,12,81,3202.12,3010,266.84,250.83,9,2,356.0,11,1,0.08333333333333333
3405,18069,5,335,2009.24,1296,401.85,259.2,11,2,183.0,2,3,0.6
2544,16768,3,44,414.34000000000003,191,138.11,63.67,8,3,52.0,0,3,1.0
3874,14299,9,94,3788.59,1856,420.95,206.22,13,1,291.0,9,0,0.0
3498,15764,6,148,3035.13,1946,505.86,324.33,7,4,434.0,6,0,0.0
327,12795,1,11,229.23000000000002,57,229.23,57.0,1,2,229.0,1,0,0.0
2522,15793,3,6,734.16,432,244.72,144.0,9,2,82.0,3,0,0.0
906,13621,1,18,209.85,243,209.85,243.0,1,5,210.0,1,0,0.0
1016,15063,1,3,90.1,38,90.1,38.0,1,8,90.0,1,0,0.0
3536,13728,6,37,965.14,454,160.86,75.67,10,2,97.0,6,0,0.0
4182,13599,21,171,4850.12,3189,230.96,151.86,13,1,373.0,21,0,0.0
729,13375,1,36,740.4,439,740.4,439.0,1,4,740.0,1,0,0.0
871,13587,1,6,234.0,68,234.0,68.0,1,3,234.0,1,0,0.0
134,12551,1,10,168.0,100,168.0,100.0,1,13,168.0,1,0,0.0
3351,16283,5,118,1519.96,1233,303.99,246.6,8,1,190.0,1,4,0.8
161,12591,1,25,368.85,225,368.85,225.0,1,12,369.0,1,0,0.0
3480,16633,6,107,2696.9,1125,449.48,187.5,8,2,337.0,5,1,0.16666666666666666
1641,12559,2,19,500.21000000000004,279,250.1,139.5,2,11,250.0,2,0,0.0
1275,14699,1,8,109.13000000000001,77,109.13,77.0,1,8,109.0,1,0,0.0
2997,13835,4,47,817.62,441,204.4,110.25,7,2,117.0,3,1,0.25
1741,12673,2,41,574.52,349,287.26,174.5,12,1,48.0,1,1,0.5
1567,17232,2,30,417.77,202,208.88,101.0,2,1,209.0,2,0,0.0
2348,16572,3,38,960.9,530,320.3,176.67,6,5,160.0,3,0,0.0
2096,15287,2,16,414.69,233,207.34,116.5,3,2,138.0,2,0,0.0
1654,14624,2,13,225.85,162,112.92,81.0,1,3,226.0,2,0,0.0
702,17709,1,5,74.75,15,74.75,15.0,1,7,75.0,1,0,0.0
3503,13831,6,57,1782.8,608,297.13,101.33,12,2,149.0,4,2,0.3333333333333333
3274,15605,5,59,1165.53,439,233.11,87.8,12,2,97.0,4,1,0.2
2002,12849,2,47,1010.29,597,505.14,298.5,9,2,112.0,2,0,0.0
3445,15755,6,127,2364.25,1427,394.04,237.83,10,2,236.0,6,0,0.0
2412,13389,3,47,757.46,426,252.49,142.0,8,2,95.0,3,0,0.0
2775,18204,3,159,1962.6,1189,654.2,396.33,5,4,393.0,3,0,0.0
1210,17379,1,70,385.71999999999997,523,385.72,523.0,1,2,386.0,1,0,0.0
786,17649,1,49,813.29,395,813.29,395.0,1,6,813.0,0,1,1.0
3515,14312,6,70,1527.95,912,254.66,152.0,10,3,153.0,6,0,0.0
3138,15228,4,100,2840.99,1427,710.25,356.75,9,3,316.0,4,0,0.0
2548,13819,3,22,913.25,627,304.42,209.0,2,11,457.0,3,0,0.0
175,12579,1,26,360.92,280,360.92,280.0,1,4,361.0,1,0,0.0
1809,17409,2,11,592.45,93,296.23,46.5,3,7,197.0,2,0,0.0
1084,15010,1,19,296.19,183,296.19,183.0,1,2,296.0,1,0,0.0
297,15900,1,44,337.28,216,337.28,216.0,1,2,337.0,1,0,0.0
1049,13833,1,27,358.35,115,358.35,115.0,1,6,358.0,0,1,1.0
1262,17313,1,20,1723.08,978,1723.08,978.0,1,2,1723.0,1,0,0.0
1879,13919,2,22,331.86,471,165.93,235.5,3,3,111.0,2,0,0.0
73,12489,1,13,267.03,101,267.03,101.0,1,12,267.0,1,0,0.0
564,17805,1,9,327.99,190,327.99,190.0,1,4,328.0,1,0,0.0
1407,17201,1,38,289.78,231,289.78,231.0,1,3,290.0,1,0,0.0
1703,16934,2,58,906.08,396,453.04,198.0,1,3,906.0,0,2,1.0
3913,12362,10,192,4512.03,2185,451.2,218.5,11,1,410.0,10,0,0.0
858,17614,1,96,373.57,234,373.57,234.0,1,3,374.0,1,0,0.0
877,13568,1,41,187.05,66,187.05,66.0,1,7,187.0,0,1,1.0
3994,15058,11,195,2007.24,1048,182.48,95.27,11,2,182.0,7,4,0.36363636363636365
1052,13826,1,9,164.0,80,164.0,80.0,1,7,164.0,1,0,0.0
2905,17812,4,109,619.01,325,154.75,81.25,12,2,52.0,3,1,0.25
3386,15240,5,55,1643.5,1172,328.7,234.4,9,3,183.0,5,0,0.0
2690,16049,3,246,1044.91,761,348.3,253.67,2,3,522.0,1,2,0.6666666666666666
278,12736,1,2,93.6,48,93.6,48.0,1,12,94.0,1,0,0.0
4262,14911,196,1758,116929.99,65481,596.58,334.09,13,1,8995.0,182,14,0.07142857142857142
4192,14056,23,330,8063.46,4245,350.59,184.57,11,1,733.0,23,0,0.0
3200,16153,5,77,1794.33,1071,358.87,214.2,11,3,163.0,5,0,0.0
2852,17979,4,115,719.66,382,179.92,95.5,9,2,80.0,4,0,0.0
2687,16950,3,38,1118.76,640,372.92,213.33,11,3,102.0,2,1,0.3333333333333333
2734,14231,3,45,833.0600000000001,406,277.69,135.33,5,7,167.0,3,0,0.0
2543,16762,3,50,1127.3400000000001,478,375.78,159.33,5,2,225.0,2,1,0.3333333333333333
1340,17022,1,7,71.0,108,71.0,108.0,1,2,71.0,1,0,0.0
711,13348,1,14,233.76,136,233.76,136.0,1,3,234.0,1,0,0.0
3234,16875,5,92,2061.63,1067,412.33,213.4,10,3,206.0,5,0,0.0
692,13343,1,18,303.43,134,303.43,134.0,1,7,303.0,1,0,0.0
2567,16369,3,91,1545.41,1030,515.14,343.33,7,2,221.0,3,0,0.0
3805,15981,8,56,3408.48,1866,426.06,233.25,10,2,341.0,8,0,0.0
1870,14995,2,53,231.98000000000002,102,115.99,51.0,9,2,26.0,2,0,0.0
1270,17291,1,1,550.8000000000001,72,550.8,72.0,1,11,551.0,1,0,0.0
2341,17802,3,103,1285.04,752,428.35,250.67,10,4,129.0,1,2,0.6666666666666666
3444,13317,6,98,2164.48,1027,360.75,171.17,11,3,197.0,6,0,0.0
1253,16953,1,1,20.8,10,20.8,10.0,1,2,21.0,1,0,0.0
1745,14050,2,49,746.36,689,373.18,344.5,4,2,187.0,2,0,0.0
2899,13064,4,49,1085.64,513,271.41,128.25,11,2,99.0,1,3,0.75
3993,16818,11,168,3247.22,2159,295.2,196.27,7,2,464.0,10,1,0.09090909090909091
3753,17758,8,311,3392.25,2053,424.03,256.62,8,2,424.0,2,6,0.75
2894,15920,4,53,167.5,99,41.88,24.75,1,6,168.0,4,0,0.0
1761,14819,2,12,221.07,105,110.54,52.5,6,3,37.0,2,0,0.0
3872,17091,9,117,3756.81,1741,417.42,193.44,13,1,289.0,9,0,0.0
3892,15150,10,275,5097.78,3629,509.78,362.9,9,2,566.0,8,2,0.2
1882,14960,2,23,221.27,221,110.64,110.5,7,1,32.0,2,0,0.0
1961,18001,2,54,383.23,360,191.62,180.0,3,2,128.0,1,1,0.5
996,17524,1,6,145.0,90,145.0,90.0,1,13,145.0,1,0,0.0
532,17866,1,9,329.65,174,329.65,174.0,1,6,330.0,1,0,0.0
840,13519,1,8,122.75,23,122.75,23.0,1,4,123.0,1,0,0.0
479,15667,1,13,301.32,240,301.32,240.0,1,3,301.0,1,0,0.0
3388,13015,5,152,2951.19,1601,590.24,320.2,7,3,422.0,5,0,0.0
4049,16241,13,351,2590.31,1443,199.25,111.0,12,2,216.0,9,4,0.3076923076923077
187,16305,1,22,361.21999999999997,256,361.22,256.0,1,6,361.0,0,1,1.0
3861,15971,9,8,1959.85,947,217.76,105.22,9,3,218.0,9,0,0.0
1366,17053,1,13,498.48,122,498.48,122.0,1,5,498.0,1,0,0.0
3538,16915,6,44,456.88,128,76.15,21.33,9,2,51.0,6,0,0.0
2322,14418,3,113,1897.3,1710,632.43,570.0,5,1,379.0,3,0,0.0
520,16491,1,39,731.5,478,731.5,478.0,1,3,732.0,1,0,0.0
3931,16293,10,96,2102.9900000000002,972,210.3,97.2,12,2,175.0,10,0,0.0
95,16144,1,1,175.2,16,175.2,16.0,1,9,175.0,1,0,0.0
2668,14737,3,15,1164.55,345,388.18,115.0,13,1,90.0,3,0,0.0
4088,15601,14,222,6552.2300000000005,4588,468.02,327.71,12,2,546.0,13,1,0.07142857142857142
1061,13863,1,20,305.78,224,305.78,224.0,1,9,306.0,1,0,0.0
211,12660,1,12,227.1,126,227.1,126.0,1,2,227.0,1,0,0.0
2268,13133,2,7,109.8,32,54.9,16.0,2,10,55.0,2,0,0.0
3926,13890,10,73,1871.0600000000002,830,187.11,83.0,13,1,144.0,10,0,0.0
4243,17961,39,205,1087.54,553,27.89,14.18,12,2,91.0,38,1,0.02564102564102564
1303,14196,1,6,335.52,142,335.52,142.0,1,5,336.0,1,0,0.0
2351,17768,3,74,1938.2,1112,646.07,370.67,7,1,277.0,1,2,0.6666666666666666
1587,12510,2,28,814.5699999999999,347,407.28,173.5,7,6,116.0,2,0,0.0
536,17855,1,17,208.97,197,208.97,197.0,1,13,209.0,1,0,0.0
467,17904,1,32,155.57,57,155.57,57.0,1,2,156.0,1,0,0.0
1845,16838,2,22,387.9,183,193.95,91.5,4,8,97.0,2,0,0.0
784,17654,1,22,117.55,41,117.55,41.0,1,10,118.0,1,0,0.0
2432,15329,3,51,934.95,477,311.65,159.0,5,3,187.0,3,0,0.0
989,16739,1,13,323.0,172,323.0,172.0,1,7,323.0,1,0,0.0
1254,16947,1,21,406.48,312,406.48,312.0,1,9,406.0,1,0,0.0
3266,17754,5,79,1119.01,1408,223.8,281.6,10,1,112.0,5,0,0.0
30,18280,1,10,180.60000000000002,45,180.6,45.0,1,10,181.0,1,0,0.0
1678,18146,2,10,160.35000000000002,153,80.18,76.5,3,6,53.0,2,0,0.0
1807,14875,2,43,1188.5700000000002,457,594.29,228.5,6,5,198.0,2,0,0.0
2026,15146,2,90,1245.56,1377,622.78,688.5,5,7,249.0,2,0,0.0
665,15454,1,23,179.1,86,179.1,86.0,1,13,179.0,0,1,1.0
1647,14193,2,35,853.39,445,426.7,222.5,8,3,107.0,2,0,0.0
3804,15214,8,107,1635.94,1252,204.49,156.5,9,1,182.0,7,1,0.125
2973,15701,4,189,1445.85,907,361.46,226.75,5,1,289.0,2,2,0.5
4168,16161,19,279,5174.37,2558,272.34,134.63,13,1,398.0,19,0,0.0
3596,18230,7,33,2810.2000000000003,1316,401.46,188.0,10,2,281.0,6,1,0.14285714285714285
84,12509,1,6,158.5,54,158.5,54.0,1,11,158.0,1,0,0.0
976,15074,1,41,735.67,431,735.67,431.0,1,5,736.0,1,0,0.0
3356,13875,5,81,1748.54,1313,349.71,262.6,9,3,194.0,4,1,0.2
142,16065,1,71,367.14,228,367.14,228.0,1,13,367.0,1,0,0.0
2701,17289,3,86,931.02,513,310.34,171.0,6,2,155.0,1,2,0.6666666666666666
1065,17486,1,24,396.87,191,396.87,191.0,1,10,397.0,1,0,0.0
3370,16086,5,24,1121.39,511,224.28,102.2,11,3,102.0,5,0,0.0
2659,16317,3,63,1196.03,788,398.68,262.67,7,5,171.0,3,0,0.0
709,13351,1,15,323.94,116,323.94,116.0,1,3,324.0,1,0,0.0
3349,14621,5,76,1686.51,986,337.3,197.2,13,1,130.0,4,1,0.2
1386,17051,1,40,240.89000000000001,179,240.89,179.0,1,8,241.0,0,1,1.0
3723,17562,7,49,1122.38,817,160.34,116.71,6,2,187.0,6,1,0.14285714285714285
4113,15271,15,179,2382.29,1244,158.82,82.93,13,1,183.0,13,2,0.13333333333333333
1915,16374,2,100,453.98,236,226.99,118.0,8,3,57.0,2,0,0.0
891,17597,1,53,1943.94,887,1943.94,887.0,1,8,1944.0,1,0,0.0
109,16123,1,16,307.78,170,307.78,170.0,1,3,308.0,1,0,0.0
2392,16496,3,90,1535.77,1106,511.92,368.67,12,1,128.0,3,0,0.0
465,17908,1,51,232.03,169,232.03,169.0,1,13,232.0,1,0,0.0
111,16116,1,32,572.33,245,572.33,245.0,1,8,572.0,1,0,0.0
3778,17211,8,151,2241.7200000000003,1320,280.22,165.0,12,2,187.0,2,6,0.75
3651,17888,7,56,599.9300000000001,556,85.7,79.43,12,2,50.0,7,0,0.0
3153,14824,4,19,1127.71,525,281.93,131.25,3,2,376.0,3,1,0.25
2009,12871,2,8,380.64,200,190.32,100.0,5,4,76.0,2,0,0.0
1916,16376,2,102,943.06,689,471.53,344.5,2,1,472.0,2,0,0.0
3747,16359,8,33,880.16,829,110.02,103.62,12,1,73.0,7,1,0.125
3562,13650,6,80,1772.59,917,295.43,152.83,9,2,197.0,6,0,0.0
3911,15251,10,64,6500.34,2628,650.03,262.8,8,2,813.0,8,2,0.2
3771,17372,8,213,1311.68,745,163.96,93.12,11,3,119.0,4,4,0.5
3520,18177,6,53,1340.8700000000001,709,223.48,118.17,9,2,149.0,6,0,0.0
1453,17122,1,7,138.32,80,138.32,80.0,1,5,138.0,1,0,0.0
3011,15625,4,44,1534.26,1188,383.56,297.0,5,5,307.0,3,1,0.25
4059,16393,13,125,3040.96,1573,233.92,121.0,13,1,234.0,10,3,0.23076923076923078
2005,16405,2,3,74.85,19,37.42,9.5,1,11,75.0,2,0,0.0
1066,17480,1,29,511.82,338,511.82,338.0,1,4,512.0,1,0,0.0
1006,15076,1,48,844.9,570,844.9,570.0,1,7,845.0,1,0,0.0
1418,14485,1,44,162.8,70,162.8,70.0,1,2,163.0,1,0,0.0
4219,13777,27,34,10090.49,4860,373.72,180.0,13,1,776.0,26,1,0.037037037037037035
2692,18130,3,56,1029.99,822,343.33,274.0,2,2,515.0,3,0,0.0
2842,18079,4,89,1589.05,2622,397.26,655.5,7,3,227.0,4,0,0.0
1810,17418,2,29,463.46000000000004,289,231.73,144.5,10,3,46.0,2,0,0.0
1515,18270,2,10,244.9,98,122.45,49.0,9,2,27.0,2,0,0.0
478,15668,1,1,76.32000000000001,72,76.32,72.0,1,8,76.0,1,0,0.0
2261,15497,2,12,936.6,320,468.3,160.0,11,2,85.0,2,0,0.0
2850,16062,4,47,840.32,778,210.08,194.5,12,2,70.0,4,0,0.0
1523,18205,2,29,504.61,191,252.3,95.5,3,2,168.0,2,0,0.0
3786,12957,8,205,3873.09,2538,484.14,317.25,11,2,352.0,8,0,0.0
2780,16157,3,12,595.25,251,198.42,83.67,3,2,198.0,3,0,0.0
2915,15882,4,23,516.36,276,129.09,69.0,6,8,86.0,4,0,0.0
3787,12843,8,67,1621.36,775,202.67,96.88,8,3,203.0,6,2,0.25
379,12864,1,2,27.599999999999998,72,27.6,72.0,1,6,28.0,0,1,1.0
4200,13113,24,95,10545.960000000001,2845,439.42,118.54,13,1,811.0,21,3,0.125
1541,14335,2,55,454.86,375,227.43,187.5,3,2,152.0,1,1,0.5
3057,15484,4,131,3376.85,2566,844.21,641.5,4,1,844.0,4,0,0.0
981,13751,1,8,131.25,52,131.25,52.0,1,11,131.0,1,0,0.0
1645,16984,2,344,4200.22,2362,2100.11,1181.0,2,4,2100.0,2,0,0.0
3612,16609,7,156,5404.21,2413,772.03,344.71,8,2,676.0,7,0,0.0
1496,13189,2,28,256.68,742,128.34,371.0,4,2,64.0,2,0,0.0
2427,15676,3,181,3254.13,2052,1084.71,684.0,9,2,362.0,3,0,0.0
3207,16042,5,65,1126.6200000000001,740,225.32,148.0,11,2,102.0,5,0,0.0
2496,17564,3,38,454.01,146,151.34,48.67,3,2,151.0,3,0,0.0
2029,17934,2,20,687.3000000000001,477,343.65,238.5,1,3,687.0,2,0,0.0
1131,14929,1,11,223.88,136,223.88,136.0,1,2,224.0,1,0,0.0
3604,12598,7,82,2794.33,1951,399.19,278.71,10,2,279.0,6,1,0.14285714285714285
1034,13801,1,22,309.85,167,309.85,167.0,1,3,310.0,1,0,0.0
2919,13196,4,96,1723.93,1221,430.98,305.25,9,2,192.0,4,0,0.0
2643,12628,3,33,732.46,445,244.15,148.33,3,1,244.0,2,1,0.3333333333333333
1746,14784,2,14,250.04000000000002,236,125.02,118.0,11,2,23.0,1,1,0.5
239,16319,1,3,404.40000000000003,72,404.4,72.0,1,8,404.0,1,0,0.0
446,12956,1,18,91.12,33,91.12,33.0,1,11,91.0,0,1,1.0
1349,14270,1,28,467.15000000000003,195,467.15,195.0,1,12,467.0,1,0,0.0
3289,14251,5,37,2879.7000000000003,1674,575.94,334.8,3,1,960.0,5,0,0.0
2215,16499,2,17,314.45,123,157.22,61.5,1,13,314.0,2,0,0.0
1399,17217,1,9,113.5,24,113.5,24.0,1,9,114.0,1,0,0.0
429,15699,1,17,279.7,112,279.7,112.0,1,2,280.0,1,0,0.0
1313,17239,1,15,382.5,150,382.5,150.0,1,12,382.0,1,0,0.0
2135,17931,2,61,382.86,247,191.43,123.5,5,6,77.0,2,0,0.0
3613,15521,7,113,2260.5099999999998,1715,322.93,245.0,8,3,283.0,6,1,0.14285714285714285
3739,17173,8,36,3766.6,1122,470.82,140.25,6,1,628.0,6,2,0.25
2006,16411,2,41,211.7,131,105.85,65.5,12,2,18.0,0,2,1.0
1405,14489,1,30,463.38,299,463.38,299.0,1,8,463.0,1,0,0.0
2246,13272,2,13,225.56,92,112.78,46.0,3,2,75.0,1,1,0.5
3163,15028,4,36,627.13,459,156.78,114.75,13,1,48.0,4,0,0.0
2530,15113,3,76,3181.11,1960,1060.37,653.33,2,2,1591.0,2,1,0.3333333333333333
3338,14673,5,39,1736.4,1004,347.28,200.8,13,1,134.0,5,0,0.0
3725,13012,8,65,1595.8400000000001,816,199.48,102.0,10,2,160.0,8,0,0.0
4063,16701,13,85,4226.23,3416,325.09,262.77,13,1,325.0,11,2,0.15384615384615385
2872,12993,4,26,414.76,240,103.69,60.0,10,2,41.0,4,0,0.0
2640,14803,3,35,832.8,369,277.6,123.0,5,7,167.0,2,1,0.3333333333333333
1913,16368,2,57,462.96000000000004,250,231.48,125.0,2,1,231.0,2,0,0.0
1333,17253,1,16,147.36,41,147.36,41.0,1,2,147.0,1,0,0.0
3198,15132,5,48,908.8100000000001,583,181.76,116.6,9,2,101.0,5,0,0.0
535,17859,1,23,141.92000000000002,102,141.92,102.0,1,11,142.0,1,0,0.0
1177,17383,1,49,193.39000000000001,148,193.39,148.0,1,1,193.0,1,0,0.0
2642,17371,3,81,392.9,149,130.97,49.67,12,2,33.0,3,0,0.0
2810,12370,4,139,3238.58,1677,809.64,419.25,11,3,294.0,4,0,0.0
3880,16265,9,159,4918.15,2617,546.46,290.78,12,2,410.0,8,1,0.1111111111111111
3374,14583,5,243,974.21,750,194.84,150.0,8,1,122.0,4,1,0.2
1280,14174,1,26,134.46,94,134.46,94.0,1,2,134.0,0,1,1.0
551,15593,1,5,199.8,60,199.8,60.0,1,4,200.0,1,0,0.0
790,15325,1,47,161.74,231,161.74,231.0,1,5,162.0,0,1,1.0
3354,16085,5,122,968.76,635,193.75,127.0,11,2,88.0,3,2,0.4
3780,14030,8,199,1718.44,1463,214.8,182.88,12,2,143.0,6,2,0.25
2464,17621,3,24,1379.9,514,459.97,171.33,12,2,115.0,3,0,0.0
1219,14080,1,4,45.599999999999994,48,45.6,48.0,1,2,46.0,1,0,0.0
1011,17498,1,15,235.74,202,235.74,202.0,1,4,236.0,0,1,1.0
3568,14898,6,82,977.37,563,162.9,93.83,12,2,81.0,6,0,0.0
825,17640,1,5,621.66,250,621.66,250.0,1,4,622.0,1,0,0.0
2998,17515,4,44,517.67,234,129.42,58.5,11,2,47.0,4,0,0.0
2430,15306,3,57,1174.35,810,391.45,270.0,4,3,294.0,3,0,0.0
127,16105,1,12,235.2,234,235.2,234.0,1,9,235.0,1,0,0.0
3156,15048,4,86,381.0,192,95.25,48.0,11,3,35.0,4,0,0.0
102,12531,1,16,95.27,44,95.27,44.0,1,2,95.0,1,0,0.0
1550,14306,2,30,1633.64,627,816.82,313.5,2,3,817.0,2,0,0.0
2776,12456,3,104,2530.04,1614,843.35,538.0,8,3,316.0,2,1,0.3333333333333333
1383,14295,1,5,166.20000000000002,84,166.2,84.0,1,3,166.0,0,1,1.0
514,17878,1,26,379.45,401,379.45,401.0,1,3,379.0,1,0,0.0
1354,14589,1,3,39.75,5,39.75,5.0,1,13,40.0,1,0,0.0
1040,15025,1,66,361.96,184,361.96,184.0,1,2,362.0,0,1,1.0
2623,14019,3,37,1244.43,795,414.81,265.0,4,3,311.0,2,1,0.3333333333333333
1325,14638,1,16,443.6,166,443.6,166.0,1,3,444.0,1,0,0.0
1723,16036,2,54,728.6800000000001,572,364.34,286.0,7,4,104.0,2,0,0.0
2307,12358,2,12,928.0600000000001,242,464.03,121.0,6,1,155.0,2,0,0.0
1287,14148,1,2,29.700000000000003,6,29.7,6.0,1,9,30.0,1,0,0.0
1312,14598,1,49,221.97,189,221.97,189.0,1,3,222.0,1,0,0.0
1133,14923,1,43,736.35,417,736.35,417.0,1,3,736.0,1,0,0.0
1338,17244,1,31,954.9,616,954.9,616.0,1,3,955.0,1,0,0.0
2986,13681,4,38,827.83,360,206.96,90.0,5,2,166.0,2,2,0.5
3182,12539,4,148,4602.0,1998,1150.5,499.5,11,2,418.0,4,0,0.0
3137,16696,4,7,657.9000000000001,146,164.48,36.5,4,6,164.0,4,0,0.0
4191,15358,22,300,8064.24,6418,366.56,291.73,13,1,620.0,22,0,0.0
4229,14735,31,103,6050.69,2263,195.18,73.0,13,1,465.0,30,1,0.03225806451612903
3100,14446,4,236,1010.35,916,252.59,229.0,9,1,112.0,4,0,0.0
2809,12359,4,198,4275.9800000000005,1548,1069.0,387.0,10,3,428.0,4,0,0.0
243,18067,1,36,396.33,189,396.33,189.0,1,3,396.0,0,1,1.0
3417,12408,5,78,2516.85,1385,503.37,277.0,9,2,280.0,5,0,0.0
575,13127,1,15,259.17,127,259.17,127.0,1,4,259.0,1,0,0.0
3321,12928,5,60,2028.14,1184,405.63,236.8,12,2,169.0,5,0,0.0
3253,16892,5,85,438.49,232,87.7,46.4,7,1,63.0,5,0,0.0
1611,17045,2,18,210.24,98,105.12,49.0,2,5,105.0,2,0,0.0
1833,13972,2,15,190.25,187,95.12,93.5,5,4,38.0,1,1,0.5
3661,13610,7,164,1057.38,487,151.05,69.57,10,2,106.0,0,7,1.0
2745,17048,3,40,885.4,484,295.13,161.33,8,5,111.0,2,1,0.3333333333333333
2233,13294,2,48,873.74,453,436.87,226.5,3,7,291.0,2,0,0.0
3335,15809,5,30,503.02,300,100.6,60.0,10,2,50.0,5,0,0.0
4141,15144,17,133,6580.44,3050,387.08,179.41,12,1,548.0,17,0,0.0
3231,17593,5,189,3833.48,2991,766.7,598.2,13,1,295.0,4,1,0.2
3261,14129,5,35,1123.8600000000001,592,224.77,118.4,10,1,112.0,5,0,0.0
2999,17526,4,16,1166.0,308,291.5,77.0,13,1,90.0,4,0,0.0
4007,17652,12,115,4501.78,2300,375.15,191.67,9,2,500.0,12,0,0.0
40,18224,1,10,158.95000000000002,69,158.95,69.0,1,10,159.0,1,0,0.0
3361,14440,5,33,2051.6800000000003,564,410.34,112.8,13,1,158.0,5,0,0.0
714,15405,1,7,247.33999999999997,97,247.34,97.0,1,7,247.0,1,0,0.0
706,13355,1,32,674.7,314,674.7,314.0,1,5,675.0,1,0,0.0
2480,13611,3,68,1154.4,754,384.8,251.33,10,4,115.0,2,1,0.3333333333333333
150,16050,1,9,129.26,170,129.26,170.0,1,7,129.0,0,1,1.0
1826,14915,2,11,281.98,110,140.99,55.0,7,4,40.0,2,0,0.0
2495,17557,3,27,541.46,306,180.49,102.0,3,2,180.0,3,0,0.0
1660,14644,2,23,685.6600000000001,248,342.83,124.0,9,3,76.0,2,0,0.0
4212,18118,26,423,5265.9800000000005,2651,202.54,101.96,12,2,439.0,23,3,0.11538461538461539
2297,18228,2,24,779.9,238,389.95,119.0,2,3,390.0,2,0,0.0
517,13080,1,6,58.08,120,58.08,120.0,1,7,58.0,1,0,0.0
373,15739,1,7,343.52,280,343.52,280.0,1,3,344.0,1,0,0.0
3230,15658,5,38,838.4,228,167.68,45.6,7,7,120.0,5,0,0.0
3834,15059,9,156,1261.37,599,140.15,66.56,10,3,126.0,4,5,0.5555555555555556
3849,16019,9,132,3658.7400000000002,1723,406.53,191.44,11,3,333.0,9,0,0.0
3332,13313,5,48,1555.32,851,311.06,170.2,11,2,141.0,4,1,0.2
2309,16208,2,60,629.56,331,314.78,165.5,9,3,70.0,2,0,0.0
1743,14037,2,27,147.20000000000002,46,73.6,23.0,7,7,21.0,2,0,0.0
4028,16401,12,68,3090.3199999999997,2482,257.53,206.83,12,1,258.0,9,3,0.25
949,13697,1,12,151.29999999999998,177,151.3,177.0,1,2,151.0,1,0,0.0
2630,18081,3,13,330.7,194,110.23,64.67,5,2,66.0,3,0,0.0
2619,12697,3,36,757.59,503,252.53,167.67,6,2,126.0,2,1,0.3333333333333333
3041,15550,4,43,499.13,289,124.78,72.25,11,1,45.0,4,0,0.0
2736,14592,3,131,542.99,406,181.0,135.33,2,2,271.0,3,0,0.0
1237,14093,1,95,433.86,391,433.86,391.0,1,2,434.0,0,1,1.0
667,15448,1,27,464.74,230,464.74,230.0,1,12,465.0,1,0,0.0
1780,18064,2,5,456.0,184,228.0,92.0,4,6,114.0,2,0,0.0
1992,12838,2,115,655.0,354,327.5,177.0,12,2,55.0,1,1,0.5
3020,15563,4,87,1360.54,1379,340.14,344.75,12,2,113.0,4,0,0.0
2953,13507,4,141,2336.71,1586,584.18,396.5,6,1,389.0,3,1,0.25
2586,15901,3,101,334.78,378,111.59,126.0,5,2,67.0,3,0,0.0
3597,14112,7,120,2915.15,1651,416.45,235.86,9,2,324.0,5,2,0.2857142857142857
3891,15660,9,57,1575.36,1048,175.04,116.44,12,2,131.0,9,0,0.0
3628,15270,7,19,1222.49,555,174.64,79.29,10,2,122.0,6,1,0.14285714285714285
4043,13756,13,65,4191.92,2580,322.46,198.46,13,1,322.0,13,0,0.0
3019,13869,4,233,3019.9,1704,754.98,426.0,9,5,336.0,3,1,0.25
441,12965,1,105,731.5600000000001,279,731.56,279.0,1,4,732.0,0,1,1.0
1261,17325,1,6,96.8,60,96.8,60.0,1,10,97.0,1,0,0.0
346,15820,1,17,206.98,128,206.98,128.0,1,12,207.0,1,0,0.0
1962,18005,2,50,184.02,83,92.01,41.5,3,1,61.0,1,1,0.5
2963,15756,4,159,515.26,240,128.82,60.0,7,3,74.0,2,2,0.5
2931,13158,4,60,1201.06,784,300.26,196.0,9,4,133.0,4,0,0.0
58,18209,1,8,139.10000000000002,58,139.1,58.0,1,2,139.0,1,0,0.0
1180,14840,1,4,62.85,31,62.85,31.0,1,10,63.0,1,0,0.0
3933,13184,10,139,1648.79,1518,164.88,151.8,10,2,165.0,10,0,0.0
767,16614,1,25,480.69,221,480.69,221.0,1,7,481.0,1,0,0.0
1296,14622,1,21,320.58000000000004,146,320.58,146.0,1,7,321.0,1,0,0.0
2097,13516,2,37,620.41,320,310.2,160.0,6,4,103.0,2,0,0.0
410,15729,1,5,85.0,28,85.0,28.0,1,8,85.0,1,0,0.0
4218,15498,27,358,12656.86,5871,468.77,217.44,13,1,974.0,27,0,0.0
2428,17892,3,26,231.35,108,77.12,36.0,4,3,58.0,3,0,0.0
3677,13437,7,130,3054.31,1262,436.33,180.29,6,2,509.0,7,0,0.0
3178,12597,4,175,3006.37,2201,751.59,550.25,9,2,334.0,2,2,0.5
1492,16555,2,15,285.89,175,142.94,87.5,4,2,71.0,2,0,0.0
1568,17235,2,24,550.06,224,275.03,112.0,12,2,46.0,2,0,0.0
